Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764559368,50,,Aggregated,25.200000,0.000000,49,51,53,54,57,61,99,110,160,160,160,3778,0,49,50.635525871086976,33.35520904511213,159.55354098696262,26.32318687136051
1764559369,50,,Aggregated,24.800000,0.000000,49,51,53,54,57,61,99,110,160,160,160,3799,0,49,50.598358853083234,33.35520904511213,159.55354098696262,26.58989207686233
1764559370,50,,Aggregated,25.800000,0.000000,49,51,53,54,57,61,98,110,160,160,160,3828,0,49,50.568888364471654,33.35520904511213,159.55354098696262,26.73171368861024
1764559371,50,,Aggregated,25.300000,0.000000,49,51,53,54,57,61,98,110,160,160,160,3846,0,49,50.5536447590141,33.35520904511213,159.55354098696262,26.86245449817993
1764559372,50,,Aggregated,25.100000,0.000000,49,51,53,54,57,61,98,110,160,160,160,3876,0,49,50.51583334168883,33.35520904511213,159.55354098696262,26.998194014447883
1764559373,50,,Aggregated,25.500000,0.000000,49,51,53,54,57,61,97,110,160,160,160,3901,0,49,50.479925433899545,33.35520904511213,159.55354098696262,27.17739041271469
1764559374,50,,Aggregated,25.600000,0.000000,49,51,53,54,57,61,97,110,160,160,160,3931,0,49,50.43732787255473,33.35520904511213,159.55354098696262,27.409564996184177
1764559375,50,,Aggregated,25.900000,0.000000,48,51,53,54,57,61,97,110,160,160,160,3956,0,48,50.39016405156747,33.35520904511213,159.55354098696262,27.58367037411527
1764559376,50,,Aggregated,26.000000,0.000000,48,51,53,54,57,61,97,110,160,160,160,3980,0,48,50.35079384150087,33.35520904511213,159.55354098696262,27.691708542713567
1764559377,50,,Aggregated,26.100000,0.000000,48,51,53,54,57,61,97,110,160,160,160,4002,0,48,50.31349450033433,33.35520904511213,159.55354098696262,27.770364817591204
1764559378,50,,Aggregated,25.300000,0.000000,48,51,53,54,57,61,97,110,160,160,160,4027,0,48,50.27315229241537,33.35520904511213,159.55354098696262,27.775266948100324
1764559379,50,,Aggregated,25.400000,0.000000,48,51,53,54,57,61,97,110,160,160,160,4054,0,48,50.22626132298271,33.35520904511213,159.55354098696262,28.1660088801184
1764559380,50,,Aggregated,24.300000,0.000000,48,51,53,54,57,61,97,110,160,160,160,4086,0,48,50.18501414089909,33.35520904511213,159.55354098696262,28.377141458639255
1764559381,50,,Aggregated,24.800000,0.000000,48,51,52,54,57,60,97,110,160,160,160,4112,0,48,50.13465398736502,33.35520904511213,159.55354098696262,28.632538910505836
1764559382,50,,Aggregated,25.500000,0.000000,48,51,52,54,57,60,97,110,160,160,160,4146,0,48,50.07859495750575,33.35520904511213,159.55354098696262,28.927399903521465
1764559383,50,,Aggregated,25.800000,0.000000,48,51,52,54,57,60,96,110,160,160,160,4172,0,48,50.04226679427948,33.35520904511213,159.55354098696262,29.017497603068072
1764559384,50,,Aggregated,26.800000,0.000000,48,51,52,54,57,60,96,110,160,160,160,4196,0,48,49.99656455115339,33.35520904511213,159.55354098696262,29.17469018112488
1764559385,50,,Aggregated,26.600000,0.000000,48,51,52,54,57,60,96,110,160,160,160,4226,0,48,49.95849739275436,33.35520904511213,159.55354098696262,29.345243729294843
1764559386,50,,Aggregated,26.900000,0.000000,48,51,52,54,57,60,96,110,160,160,160,4259,0,48,49.922234018466206,33.35520904511213,159.55354098696262,29.44329654848556
1764559387,50,,Aggregated,26.300000,0.000000,48,51,52,54,57,60,96,110,160,160,160,4285,0,48,49.89550416558859,33.35520904511213,159.55354098696262,29.68191365227538
1764559388,50,,Aggregated,27.300000,0.000000,48,50,52,54,57,60,96,110,160,160,160,4308,0,48,49.876063915815706,33.35520904511213,159.55354098696262,29.772748375116063
1764559389,50,,Aggregated,27.800000,0.000000,48,50,52,53,57,60,96,110,160,160,160,4344,0,48,49.84422278269233,33.35520904511213,159.55354098696262,29.97905156537753
1764559390,50,,Aggregated,28.200000,0.000000,48,50,52,53,57,60,96,110,160,160,160,4370,0,48,49.811817328626766,33.35520904511213,159.55354098696262,29.998398169336383
1764559391,50,,Aggregated,28.200000,0.000000,48,50,52,53,57,60,95,110,160,160,160,4408,0,48,49.76934766769367,33.35520904511213,159.55354098696262,30.074637023593468
1764559392,50,,Aggregated,28.800000,0.000000,48,50,52,53,57,60,95,110,160,160,160,4433,0,48,49.74173181691852,33.35520904511213,159.55354098696262,30.185201894879313
1764559393,50,,Aggregated,28.800000,0.000000,48,50,52,53,57,60,95,110,160,160,160,4466,0,48,49.702171130835524,33.35520904511213,159.55354098696262,30.390729959695477
1764559394,50,,Aggregated,29.200000,0.000000,48,50,52,53,57,60,95,110,160,160,160,4487,0,48,49.67550801780865,33.35520904511213,159.55354098696262,30.538667260976155
1764559395,50,,Aggregated,29.300000,0.000000,48,50,52,53,57,60,95,110,160,160,160,4512,0,48,49.644723001891066,33.35520904511213,159.55354098696262,30.6739804964539
1764559396,50,,Aggregated,29.200000,0.000000,48,50,52,53,57,60,95,110,160,160,160,4537,0,48,49.62222523531998,33.35520904511213,159.55354098696262,30.77870839761957
1764559397,50,,Aggregated,29.200000,0.000000,48,50,52,53,57,60,95,110,160,160,160,4574,0,48,49.58878151242099,33.35520904511213,159.55354098696262,30.877350240489726
1764559398,50,,Aggregated,28.400000,0.000000,48,50,52,53,57,60,95,110,160,160,160,4597,0,48,49.5578408955313,33.35520904511213,159.55354098696262,30.985207744180986
1764559399,50,,Aggregated,28.300000,0.000000,48,50,52,53,57,60,95,100,160,160,160,4620,0,48,49.53140160751739,33.35520904511213,159.55354098696262,31.1491341991342
1764559400,50,,Aggregated,28.900000,0.000000,48,50,52,53,57,60,95,100,160,160,160,4648,0,48,49.51192708494139,33.35520904511213,159.55354098696262,31.29711703958692
1764559401,50,,Aggregated,28.800000,0.000000,48,50,52,53,57,60,94,100,160,160,160,4677,0,48,49.48630143186069,33.35520904511213,159.55354098696262,31.44045328201839
1764559402,50,,Aggregated,27.600000,0.000000,48,50,52,53,57,60,94,100,160,160,160,4701,0,48,49.47049348668897,33.35520904511213,159.55354098696262,31.456073175920018
1764559403,50,,Aggregated,27.500000,0.000000,48,50,52,53,57,60,94,100,160,160,160,4730,0,48,49.44679072512172,33.35520904511213,159.55354098696262,31.62473572938689
1764559404,50,,Aggregated,27.000000,0.000000,48,50,52,53,56,60,93,100,160,160,160,4761,0,48,49.4101999324704,33.35520904511213,159.55354098696262,31.757823986557447
1764559405,50,,Aggregated,26.100000,0.000000,48,50,52,53,56,60,93,100,160,160,160,4780,0,48,49.38567132254571,33.35520904511213,159.55354098696262,31.785983263598325
1764559406,50,,Aggregated,26.500000,0.000000,48,50,52,53,56,60,93,100,160,160,160,4797,0,48,49.373826672600096,33.35520904511213,159.55354098696262,31.847196164269334
1764559407,50,,Aggregated,27.200000,0.000000,48,50,52,53,56,60,93,100,160,160,160,4824,0,48,49.34237380996157,33.35520904511213,159.55354098696262,31.961235489220563
1764559408,50,,Aggregated,26.800000,0.000000,48,50,52,53,56,60,93,100,160,160,160,4846,0,48,49.32362995483961,33.35520904511213,159.55354098696262,32.115765579859676
1764559409,50,,Aggregated,25.500000,0.000000,48,50,52,53,56,60,93,100,160,160,160,4876,0,48,49.28693324659811,33.35520904511213,159.55354098696262,32.2454881050041
1764559410,50,,Aggregated,24.900000,0.000000,48,50,52,53,56,60,92,100,160,160,160,4913,0,48,49.255240138526496,33.35520904511213,159.55354098696262,32.380012212497455
1764559411,50,,Aggregated,24.800000,0.000000,48,50,52,53,56,60,92,100,160,160,160,4939,0,48,49.250574611391556,33.35520904511213,159.55354098696262,32.43794290342174
1764559412,50,,Aggregated,25.900000,0.000000,48,50,52,53,56,60,92,100,160,160,160,4972,0,48,49.22782249870648,33.35520904511213,159.55354098696262,32.5842719227675
1764559413,50,,Aggregated,26.400000,0.000000,48,50,52,53,56,60,92,100,160,160,160,4998,0,48,49.20819258637295,33.35520904511213,159.55354098696262,32.74869947979192
1764559414,50,,Aggregated,26.100000,0.000000,47,50,52,53,56,60,92,100,140,160,160,5030,0,47,49.17442305520395,33.35520904511213,159.55354098696262,32.92047713717694
1764559415,50,,Aggregated,27.100000,0.000000,47,50,52,53,56,60,91,100,140,160,160,5058,0,47,49.15174393944193,33.35520904511213,159.55354098696262,33.049228944246735
1764559416,50,,Aggregated,26.800000,0.000000,47,50,52,53,56,60,91,100,140,160,160,5077,0,47,49.12710372986015,33.35520904511213,159.55354098696262,33.12487689580461
1764559417,50,,Aggregated,26.900000,0.000000,47,50,52,53,56,60,90,100,140,160,160,5106,0,47,49.10687547544334,33.35520904511213,159.55354098696262,33.27457892675284
1764559418,50,,Aggregated,27.800000,0.000000,47,50,52,53,56,59,90,100,140,160,160,5124,0,47,49.09056271337319,33.35520904511213,159.55354098696262,33.30015612802498
1764559419,50,,Aggregated,28.000000,0.000000,47,50,51,53,56,59,90,100,140,160,160,5154,0,47,49.063483995229525,33.35520904511213,159.55354098696262,33.44431509507179
1764559420,50,,Aggregated,28.200000,0.000000,47,50,51,53,56,59,90,100,140,160,160,5186,0,47,49.039507932564824,33.35520904511213,159.55354098696262,33.55553413035094
1764559421,50,,Aggregated,27.700000,0.000000,47,50,51,53,56,59,89,100,140,160,160,5219,0,47,49.01438506158534,33.35520904511213,159.55354098696262,33.63767005173405
1764559423,50,,Aggregated,27.500000,0.000000,47,50,51,53,56,59,89,100,140,160,160,5255,0,47,48.985347607315695,33.35520904511213,159.55354098696262,33.760038058991434
1764559424,50,,Aggregated,27.300000,0.000000,47,50,51,53,56,59,89,100,140,160,160,5286,0,47,48.96774548542398,33.35520904511213,159.55354098696262,33.84525160802119
1764559425,50,,Aggregated,28.000000,0.000000,47,50,51,53,56,59,89,100,140,160,160,5311,0,47,48.956596115729425,33.35520904511213,159.55354098696262,33.897194501977026
